FECHA;PM2.5;PM10;NO;NO2;NOX;CO;SO2;OZONO
24/04/2017 8:00;0;67;94,6;20,4;114,9;1,3;2,6;0
24/04/2017 9:00;0;44;49,1;22,2;71,3;0,9;2,7;0
24/04/2017 10:00;0;9;5,3;4,8;10,1;0,1;0,9;0
24/04/2017 11:00;0;8;4,6;5,3;9,9;0,1;0,2;0
24/04/2017 12:00;0;8;4,5;5,5;10,1;0;0,9;0
24/04/2017 13:00;0;18;3,3;5,2;8,5;0;1;0
24/04/2017 14:00;0;22;2,9;4,4;7,3;0,1;1;0
24/04/2017 15:00;0;37;7,2;13,1;20,4;0,3;2,2;0
24/04/2017 16:00;0;56;11,8;18,8;30,5;0,5;2,1;0
24/04/2017 17:00;0;50;9,6;18,5;28,1;0,4;2,4;0
24/04/2017 18:00;0;33;9,4;23;32,4;0,6;1,6;0
24/04/2017 19:00;0;17;10,1;20;30,1;0,6;1,7;0
24/04/2017 20:00;0;16;6,9;17;24;0,3;1,1;0
24/04/2017 21:00;0;9;4;12;16,1;0,1;0,9;0
24/04/2017 22:00;0;17;6;13,1;19,1;0,1;2;0
24/04/2017 23:00;0;5;4,3;12,7;17;0;0,8;0
25/04/2017 0:00;0;10;2,9;12,6;15,6;0,1;0,8;0
25/04/2017 1:00;0;21;19,5;12,9;32,3;0;0,8;0
25/04/2017 2:00;0;16;16,8;12,3;29,2;0;1;0
25/04/2017 3:00;0;21;20,7;12,5;33,3;0;0,7;0
25/04/2017 4:00;0;44;38,8;12,1;50,9;0,2;1,9;0
25/04/2017 5:00;0;57;37,7;12;49,7;0,2;1,4;0
25/04/2017 6:00;0;52;46,4;12,5;59;0,4;3,3;0
25/04/2017 7:00;0;51;70,7;15,6;86,3;0,7;3,2;0
25/04/2017 8:00;0;62;78;20,6;98,5;1,4;3;0
25/04/2017 9:00;0;65;55,3;28,9;84,1;1,4;3,8;0
25/04/2017 10:00;0;57;25,4;22;47,5;0,8;3,4;0
25/04/2017 11:00;0;29;13,7;16,5;30,3;0,4;1,4;0
25/04/2017 12:00;0;12;6,3;6,5;12,8;0,1;1;0
25/04/2017 13:00;0;16;3,4;4;7,4;0,1;0,9;0
25/04/2017 14:00;0;22;3,7;5,3;9;0,2;0,3;0
25/04/2017 15:00;0;25;5,1;9,4;14,5;0,4;1,1;0
25/04/2017 16:00;0;27;6,9;12,5;19,4;0,4;1,8;0
25/04/2017 17:00;0;62;10;23,8;33,7;0,5;1,3;0
25/04/2017 18:00;0;67;10,6;28,4;38,9;0,7;1,8;0
25/04/2017 19:00;0;59;12,7;33,2;45,9;0,9;1,6;0
25/04/2017 20:00;0;58;20,2;29,4;49,6;0,8;2,3;0
25/04/2017 21:00;0;68;29,4;25,9;55,2;0,9;2;0
25/04/2017 22:00;0;0;0;0;0;0;0;0
25/04/2017 23:00;0;0;0;0;0;0;0;0
26/04/2017 0:00;0;0;0;0;0;0;0;0
26/04/2017 1:00;0;0;0;0;0;0;0;0
26/04/2017 2:00;0;0;0;0;0;0;0;0
26/04/2017 3:00;0;0;0;0;0;0;0;0
26/04/2017 4:00;0;0;0;0;0;0;0;0
26/04/2017 5:00;0;0;0;0;0;0;0;0
26/04/2017 6:00;0;0;0;0;0;0;0;0
26/04/2017 7:00;0;0;0;0;0;0;0;0
26/04/2017 8:00;0;0;0;0;0;0;0;0
26/04/2017 9:00;0;0;0;0;0;0;0;0
26/04/2017 10:00;0;0;0;0;0;0;0;0
26/04/2017 11:00;0;56;20,8;24,8;45,5;0,74;1,3;0
26/04/2017 12:00;0;17;7,6;10,1;17,6;0,15;1,1;0
26/04/2017 13:00;0;20;4;4,7;8,6;0,05;0,9;0
26/04/2017 14:00;0;27;2,5;3,1;5,7;-0,03;0,4;0
26/04/2017 15:00;0;16;2,1;2,6;4,6;0,08;0,6;0
26/04/2017 16:00;0;4;2,7;3,7;6,3;0,14;0,9;0
26/04/2017 17:00;0;7;3,5;5,2;8,7;0,23;1,2;0
26/04/2017 18:00;0;11;3,4;8,8;12,1;0,25;0,7;0
26/04/2017 19:00;0;10;3,7;14,7;18,4;0,2;0,8;0
26/04/2017 20:00;0;25;20,6;18,4;39;0,44;1,2;0
26/04/2017 21:00;0;33;37,3;19,1;56,5;0,57;1,9;0
26/04/2017 22:00;0;53;88,6;18,8;107,6;1,3;2,9;0
26/04/2017 23:00;0;94;171,9;19,3;191,3;2,71;4,4;0
27/04/2017 0:00;0;86;153,8;17,3;171,1;2,43;4;0
27/04/2017 1:00;0;71;134,8;17,1;151,9;2,12;3,6;0
27/04/2017 2:00;0;69;104,6;15,4;119,8;1,44;2,8;0
27/04/2017 3:00;0;47;77,3;13,5;90,7;0,98;2,2;0
27/04/2017 4:00;0;31;60,4;11,8;72,3;0,77;2,1;0
27/04/2017 5:00;0;37;61,2;10,8;72;0,7;2;0
27/04/2017 6:00;0;51;81,7;11,6;93,3;0,72;2,3;0
27/04/2017 7:00;0;62;114;16,9;130,9;1,16;3,5;0
27/04/2017 8:00;0;98;126,9;33,1;160,1;1,92;3,6;0
27/04/2017 9:00;0;39;29;20,4;49,4;0,87;1,2;0
27/04/2017 10:00;0;24;8,3;7,4;15,6;0,32;0,6;0
27/04/2017 11:00;0;9;3,2;2,7;5,9;0,29;0,9;0
27/04/2017 12:00;0;21;3;3,4;6,4;0,34;1,1;0
27/04/2017 13:00;0;28;3,1;3,4;6,5;0,43;0,9;0
27/04/2017 14:00;0;16;1,4;2,2;3,5;0,4;0,7;0
27/04/2017 15:00;0;1;1,2;2,9;4,1;0,31;0,8;0
27/04/2017 16:00;0;39;2,6;10,8;13,4;0,53;1,2;0
27/04/2017 17:00;0;57;4,9;16,4;21,3;0,66;1,3;0
27/04/2017 18:00;0;30;3,7;20,5;24,2;0,67;1,1;0
27/04/2017 19:00;0;17;18,3;29,4;47,7;1;1,3;0
27/04/2017 20:00;0;30;22,2;21,7;43,9;0,8;1,3;0
27/04/2017 21:00;0;27;2,5;11,3;13,8;0,19;0,7;0
27/04/2017 22:00;0;18;0,6;9,1;9,8;0,11;0,6;0
27/04/2017 23:00;0;22;1,4;15,7;17,1;0,22;0,9;0
28/04/2017 0:00;0;9;0;6;5,9;-0,03;0,7;0
28/04/2017 1:00;0;8;0;4,6;4,4;0,2;0,5;0
28/04/2017 2:00;0;11;0,2;11,7;11,9;0,1;0,7;0
28/04/2017 3:00;0;18;0;14,7;14,8;0;0,9;0
28/04/2017 4:00;0;7;0;7,3;7,2;0,1;0,6;0
28/04/2017 5:00;0;15;0;4,2;4,1;0,1;0,5;0
28/04/2017 6:00;0;27;4,8;14,7;19,6;0,06;0,8;0
28/04/2017 7:00;0;38;23,4;23,8;47,2;0,49;1,2;0
28/04/2017 8:00;0;23;7,4;12,4;19,8;0,25;0,8;0
28/04/2017 9:00;0;28;4,8;8,8;13,6;0,19;0,9;0
28/04/2017 10:00;0;16;2,4;5,2;7,5;0,14;0,6;0
28/04/2017 11:00;0;9;2,1;4,2;6,3;0,16;0,8;0
28/04/2017 12:00;0;11;3;6,4;9,5;0,19;0,9;0
28/04/2017 13:00;0;17;2,1;4,3;6,4;0,12;0,8;0
28/04/2017 14:00;0;20;3;4,9;7,9;0,19;0,7;0
28/04/2017 15:00;0;20;3,1;5,8;8,9;0,28;0,4;0
28/04/2017 16:00;0;13;4,1;7,1;11,2;0,23;0,8;0
28/04/2017 17:00;0;17;4,6;9,1;13,7;0,18;1,1;0
28/04/2017 18:00;0;0;2,4;9,5;11,9;0,16;0,8;0
28/04/2017 19:00;0;20;3,7;14,4;18,1;0,28;0,9;0
28/04/2017 20:00;0;11;3,8;14,8;18,6;0,16;0,8;0
28/04/2017 21:00;0;12;2,6;11,9;14,5;0,03;0,8;0
28/04/2017 22:00;0;12;0,8;8,7;9,5;0,1;0,6;0
28/04/2017 23:00;0;16;1,9;12,3;14,1;0,06;0,6;0
29/04/2017 0:00;0;19;0,8;9,8;10,7;0,01;0,6;0
29/04/2017 1:00;0;15;0;4,8;4,7;0,1;0,6;0
29/04/2017 2:00;0;19;0,1;7,1;7,1;-0,03;0,4;0
29/04/2017 3:00;0;22;0;5,8;5,5;0,1;0,8;0
29/04/2017 4:00;0;20;0,5;10;10,5;0,01;0,9;0
29/04/2017 5:00;0;20;1,1;11,3;12,5;0;0,9;0
29/04/2017 6:00;0;16;2,4;11,3;13,7;0,04;0;0
29/04/2017 7:00;0;13;4,1;9,3;13,4;0,08;0;0
29/04/2017 8:00;0;16;4,8;7,3;12,1;0,12;0;0
29/04/2017 9:00;0;12;2,5;4,7;7,2;0,11;0;0
29/04/2017 10:00;0;18;2;4,2;6,2;0,15;0;0
29/04/2017 11:00;0;10;2,1;4,1;6,3;0,15;0;0
29/04/2017 12:00;0;15;3,5;5,4;8,9;0,2;0;0
29/04/2017 13:00;0;9;3,7;7,2;10,8;0,25;0;0
29/04/2017 14:00;0;12;1,6;3,2;4,7;0,14;0;0
29/04/2017 15:00;0;19;2,6;6,3;8,9;0,19;0;0
29/04/2017 16:00;0;15;2,1;4,6;6,7;0,09;0;0
29/04/2017 17:00;0;14;3,4;9,3;12,7;0,19;0;0
29/04/2017 18:00;0;16;6,9;15,4;22,2;0,31;0;0
29/04/2017 19:00;0;13;4,9;15,5;20,6;0,3;0;0
29/04/2017 20:00;0;10;3,3;11,3;14,6;0,16;0;0
29/04/2017 21:00;0;7;1;10,1;11,2;0,05;0,3;0
29/04/2017 22:00;0;16;3,4;13,6;17;0,1;0;0
29/04/2017 23:00;0;10;2,3;12;14,3;0,07;0;0
30/04/2017 0:00;0;7;0,6;9,9;10,5;-0,02;0;0
30/04/2017 1:00;0;4;0;4,5;4,5;0,1;0;0
30/04/2017 2:00;0;5;0,2;7,8;8;0,1;0;0
30/04/2017 3:00;0;16;2,7;13,6;16,3;0,05;0;0
30/04/2017 4:00;0;21;4,5;14,9;19,4;0,13;0;0
30/04/2017 5:00;0;18;9,9;14,3;24,2;0,17;0;0
30/04/2017 6:00;0;14;2;10,7;12,7;-0,01;0;0
30/04/2017 7:00;0;25;23,9;14,6;38,7;0,32;0;0
30/04/2017 8:00;0;17;26,2;17;43,2;0,51;2,2;0
30/04/2017 9:00;0;11;8,3;10,1;18,3;0,2;0,6;0
30/04/2017 10:00;0;13;1,8;2,8;4,6;-0,01;0,6;0
30/04/2017 11:00;0;12;2,2;3,4;5,7;0,05;0,6;0
30/04/2017 12:00;0;10;2,1;3,3;5,4;0,02;0,5;0
30/04/2017 13:00;0;10;1,7;4,2;6;0,02;0,5;0
30/04/2017 14:00;0;10;2;3,4;5,4;0,03;0,7;0
30/04/2017 15:00;0;15;2;3,6;5,6;0,03;0,8;0
30/04/2017 16:00;0;6;1,6;3,9;5,5;0;1;0
30/04/2017 17:00;0;8;1,8;5,4;7,2;0,05;0;0
30/04/2017 18:00;0;9;1,8;6,4;8,2;0,06;0;0
30/04/2017 19:00;0;9;1,7;7,8;9,5;0,03;0;0
30/04/2017 20:00;0;11;0,3;7,9;8,2;-0,01;0;0
30/04/2017 21:00;0;10;0,6;8,2;8,8;-0,03;0;0
30/04/2017 22:00;0;16;1,8;12,1;13,9;0,06;0;0
30/04/2017 23:00;0;12;0,9;10,3;11,2;0,01;0;0
1/05/2017 0:00;0;10;0,4;9;9,4;0;0;0
1/05/2017 1:00;0;9;0;5,1;5;0,1;0,6;0
1/05/2017 2:00;0;10;0,7;7,8;8,5;0,1;0;0
1/05/2017 3:00;0;15;2,6;9,9;12,5;-0,04;0;0
1/05/2017 4:00;0;6;0;6,8;7,2;0,1;0,7;0
1/05/2017 5:00;0;6;1,7;7,8;9,5;0,1;0;0
1/05/2017 6:00;0;9;4,8;9,2;13,9;0,1;0;0
1/05/2017 7:00;0;29;38,2;11,3;49,5;0,36;1,5;0
1/05/2017 8:00;0;32;32,6;14,9;47,5;0,5;1,6;0
1/05/2017 9:00;0;21;11,6;12,2;23,8;0,31;1,5;0
1/05/2017 10:00;0;13;4,2;6,5;10,7;0,14;0,6;0
1/05/2017 11:00;0;11;1,6;2,3;3,8;0,01;1,1;0
1/05/2017 12:00;0;6;1,2;2;3,2;-0,02;0,5;0
1/05/2017 13:00;0;8;1,2;1,5;2,7;0,04;1,4;0
1/05/2017 14:00;0;23;1;1,2;2,2;0,11;0,6;0
1/05/2017 15:00;0;9;0,5;0,7;1,2;0,11;0,8;0
1/05/2017 16:00;0;5;0,8;1,7;2,6;0,09;0;0
1/05/2017 17:00;0;23;3;8,7;11,7;0,34;0;0
1/05/2017 18:00;0;13;2,2;10,2;12,4;0,2;0;0
1/05/2017 19:00;0;6;3,5;11,2;14,7;0,05;0;0
1/05/2017 20:00;0;5;11,3;15,6;26,9;0,19;0;0
1/05/2017 21:00;0;22;27,5;15,9;43,4;0,53;1,6;0
1/05/2017 22:00;0;23;29,8;16,4;46,2;0,57;0;0
1/05/2017 23:00;0;32;27;15,2;42,2;0,53;0;0
2/05/2017 0:00;0;19;22;14,1;36,1;0,32;0;0
2/05/2017 1:00;0;19;30,4;16,7;47,1;0,18;0;0
2/05/2017 2:00;0;17;9,9;13;22,9;0,01;0;0
2/05/2017 3:00;0;14;2;10,5;12,5;0,1;0,7;0
2/05/2017 4:00;0;19;1,2;8,1;9,4;0,1;0,7;0
2/05/2017 5:00;0;4;0,8;5;5,8;0,2;0,8;0
2/05/2017 6:00;0;7;13,4;10,2;23,6;0,1;0;0
2/05/2017 7:00;0;22;42,4;11,4;53,9;0,34;1,6;0
2/05/2017 8:00;0;20;33,2;13;46,2;0,41;0;0
2/05/2017 9:00;0;16;21,5;12,6;34,1;0,39;0;0
2/05/2017 10:00;0;24;28,6;15,7;44,3;0,6;0;0
2/05/2017 11:00;0;14;12,9;9,1;22;0,2;0;0
2/05/2017 12:00;0;14;7,1;6,3;13,5;0,08;0;0
2/05/2017 13:00;0;16;7,3;7,3;14,6;0,06;0;0
2/05/2017 14:00;0;14;4;4;8;0,01;0;0
2/05/2017 15:00;0;46;8,2;19,1;27,4;0,28;0;0
2/05/2017 16:00;0;35;16,1;22,7;38,9;0,32;0;0
2/05/2017 17:00;0;38;25,4;23,1;48,4;0,47;0;0
2/05/2017 18:00;0;31;13;19,8;32,7;0,33;0;0
2/05/2017 19:00;0;53;39,1;26,2;65,2;0,96;1,7;0
2/05/2017 20:00;0;42;37,3;21,6;58,9;0,97;0;0
2/05/2017 21:00;0;54;116,6;25,3;141,9;2,23;3,4;0
2/05/2017 22:00;0;56;99,7;22,5;122,1;1,86;3;0
2/05/2017 23:00;0;71;129,3;21,1;150,5;2,28;3,4;0
3/05/2017 0:00;0;66;105,7;16,1;121,7;1,72;2,9;0
3/05/2017 1:00;0;53;76,6;13,2;89,9;1,3;2,6;0
3/05/2017 2:00;0;49;75,2;13,1;88,3;1,23;2,1;0
3/05/2017 3:00;0;50;74,4;14;88,4;0,99;2,5;0
3/05/2017 4:00;0;40;57,1;11,7;68,8;0,71;1,7;0
3/05/2017 5:00;0;27;35,5;9,8;45,3;0,45;1,6;0
3/05/2017 6:00;0;50;48,9;10,1;59,1;0,61;1,7;0
3/05/2017 7:00;0;52;66,9;13,5;80,5;0,93;2,4;0
3/05/2017 8:00;0;49;54,5;15,8;70,4;1,12;2;0
3/05/2017 9:00;0;58;45,5;22,2;67,6;1,23;2;0
3/05/2017 10:00;0;58;36,5;23,5;60;0,99;2,1;0
3/05/2017 11:00;0;55;18,4;24,5;42,9;0,77;1,4;0
3/05/2017 12:00;0;82;15,9;27,3;43,2;0,8;1,7;0
3/05/2017 13:00;0;45;9,1;22;31,2;0,55;1;0
3/05/2017 14:00;0;28;23,8;18,5;42,4;0,63;1,7;0
3/05/2017 15:00;0;28;17,9;16,1;34;0,49;1,2;0
3/05/2017 16:00;0;20;18,7;14;32,6;0,47;0,8;0
3/05/2017 17:00;0;22;26,1;17,1;43,2;0,62;1,8;0
3/05/2017 18:00;0;32;41,1;18,9;60;1,01;1,9;0
3/05/2017 19:00;0;40;71,3;20;91,5;1,74;2,6;0
3/05/2017 20:00;0;37;99,5;17,5;117;2,16;3,2;0
3/05/2017 21:00;0;43;111,9;18,2;130;2,23;3,7;0
3/05/2017 22:00;0;52;133,1;16,8;149,9;2,5;3,9;0
3/05/2017 23:00;0;47;175,4;17,5;193,2;3,16;4,5;0
4/05/2017 0:00;0;53;177,4;18,1;195,3;3,11;4,5;0
4/05/2017 1:00;0;39;126,2;14,7;140,9;2,01;3,3;0
4/05/2017 2:00;0;37;130,3;13,3;143,5;2,05;3,5;0
4/05/2017 3:00;0;35;110,9;12,9;123,5;1,71;2,9;0
4/05/2017 4:00;0;27;80,7;11,3;92;1,14;2,4;0
4/05/2017 5:00;0;11;32,7;9,6;42,1;0,33;1,4;0
4/05/2017 6:00;0;18;30,4;8,7;39,1;0,18;1,3;0
4/05/2017 7:00;0;31;87,2;10,1;97,6;0,86;2,4;0
4/05/2017 8:00;0;63;91,7;23;114,7;1,68;2,8;0
4/05/2017 9:00;0;32;27,7;17;44,7;0,8;1,6;0
4/05/2017 10:00;0;26;16,7;13,6;30,3;0,51;1,3;0
4/05/2017 11:00;0;9;4,6;3,3;7,8;0,1;0,8;0
4/05/2017 12:00;0;15;4,4;3,6;8;0,14;0,9;0
4/05/2017 13:00;0;15;2,9;2,7;5,6;0,17;0,8;0
4/05/2017 14:00;0;13;6,6;4,8;11,4;0,32;1,1;0
4/05/2017 15:00;0;9;5,1;4,8;9,9;0,36;1,1;0
4/05/2017 16:00;0;23;16,5;15;31,5;0,94;1,6;0
4/05/2017 17:00;0;35;20,9;19,8;40,7;0,73;0;0
4/05/2017 18:00;0;28;35,9;18,8;54,8;0,88;2;0
4/05/2017 19:00;0;27;46;16,6;62,4;1,11;2,1;0
4/05/2017 20:00;0;59;86,4;16,5;102,8;1,84;2,8;0
4/05/2017 21:00;0;47;67,7;15,4;83,1;1,46;2,5;0
4/05/2017 22:00;0;120;83,4;16,1;99,5;1,7;2,7;0
4/05/2017 23:00;0;99;100,3;17,1;117,4;2,07;3,2;0
5/05/2017 0:00;0;79;112,7;17,3;130;2,1;3,2;0
5/05/2017 1:00;0;48;63,8;14,6;78,3;1,09;2,2;0
5/05/2017 2:00;0;47;84,6;10,5;95,1;1,26;0;0
5/05/2017 3:00;0;41;61,8;10,9;72,7;0,89;2,3;0
5/05/2017 4:00;0;16;20,8;9,1;29,9;0,05;1,2;0
5/05/2017 5:00;0;17;19;7,3;26,3;0,02;1;0
5/05/2017 6:00;0;36;46,1;7;53,1;0,25;1,6;0
5/05/2017 7:00;0;47;69,9;8,5;78,4;0,73;2,1;0
5/05/2017 8:00;0;71;88,9;22;111;1,69;2,9;0
5/05/2017 9:00;0;113;78,1;34,1;112,3;1,86;4,2;0
5/05/2017 10:00;0;87;43,3;26,9;70,3;1,21;4,4;0
5/05/2017 11:00;0;12;8;5;12,9;0,12;1,4;0
5/05/2017 12:00;0;21;0;0;0;0,11;0;0
5/05/2017 13:00;0;41;7;15,1;22,2;0,34;1,8;0
5/05/2017 14:00;0;50;7,4;18,1;25,5;0,31;1,6;0
5/05/2017 15:00;0;44;8,5;17,1;25,5;0,31;1,5;0
5/05/2017 16:00;0;34;10,4;19,9;30,3;0,26;1,5;0
5/05/2017 17:00;0;12;21,8;19,8;41,6;0,24;1,3;0
5/05/2017 18:00;0;17;30;19,1;49,1;0,44;1,5;0
5/05/2017 19:00;0;37;56,5;19,9;76,3;1,03;1,9;0
5/05/2017 20:00;0;52;110,7;23,7;134,3;2,32;3;0
5/05/2017 21:00;0;60;129,5;26,5;156;2,42;3,6;0
5/05/2017 22:00;0;37;75,3;22,1;97,4;1,28;2,3;0
5/05/2017 23:00;0;39;73,8;16,6;90,4;1,17;2,1;0
6/05/2017 0:00;0;39;38,3;14,8;53,2;0,55;1,5;0
6/05/2017 1:00;0;23;34,7;13;47,7;0,52;1,3;0
6/05/2017 2:00;0;15;35,8;10,7;46,5;0,41;1,3;0
6/05/2017 3:00;0;17;17,2;10,3;27,6;0,14;0,9;0
6/05/2017 4:00;0;11;8,1;9,3;17,4;-0,02;0,8;0
6/05/2017 5:00;0;12;14,8;10,6;25,4;0,04;0,8;0
6/05/2017 6:00;0;13;35,1;11,9;47;0,21;1,3;0
6/05/2017 7:00;0;12;37;11,3;48,3;0,34;1,2;0
6/05/2017 8:00;0;21;29;10,7;39,7;0,35;0;0
6/05/2017 9:00;0;37;28,6;13,4;42;0,45;0;0
6/05/2017 10:00;0;33;23,6;21,8;45,4;0,69;0;0
6/05/2017 11:00;0;18;12;12,7;24,7;0,36;0,9;0
6/05/2017 12:00;0;11;6,1;4,2;10,3;0,16;0,8;0
6/05/2017 13:00;0;19;4,7;3,4;8,1;0,23;0;0
6/05/2017 14:00;0;16;5;3,3;8,3;0,24;0;0
6/05/2017 15:00;0;31;5,4;13,1;18,5;0,31;0;0
6/05/2017 16:00;0;19;6;20,3;26,4;0,29;0;0
6/05/2017 17:00;0;27;16,9;22,9;39,8;0,42;0;0
6/05/2017 18:00;0;40;24;23,7;47,7;0,66;0;0
6/05/2017 19:00;0;27;24;18,2;42,2;0,52;0;0
6/05/2017 20:00;0;44;61,1;18,3;79,4;1,14;1,9;0
6/05/2017 21:00;0;39;44,9;18,3;63,2;0,91;1,7;0
6/05/2017 22:00;0;40;31,1;17,3;48,5;0,61;1,3;0
6/05/2017 23:00;0;29;17;16,2;33,2;0,43;0,9;0
7/05/2017 0:00;0;30;19,9;14,3;34,2;0,39;1;0
7/05/2017 1:00;0;28;20,8;13,3;34,1;0,29;1,1;0
7/05/2017 2:00;0;27;50,7;12,1;62,9;0,62;0;0
7/05/2017 3:00;0;32;43,1;13,3;56,4;0,58;0;0
7/05/2017 4:00;0;32;30,6;11,5;42;0,47;0;0
7/05/2017 5:00;0;27;37;9,2;46,3;0,4;0;0
7/05/2017 6:00;0;24;37,5;8,7;46,1;0,34;0;0
7/05/2017 7:00;0;44;58,1;8,9;67;0,63;1,6;0
7/05/2017 8:00;0;68;48,3;14,3;62,4;0,78;1,6;0
7/05/2017 9:00;0;39;15,7;12,4;28,1;0,32;1,9;0
7/05/2017 10:00;0;44;15,6;16,5;32,1;0,43;2,4;0
7/05/2017 11:00;0;37;11,6;15,9;27,5;0,36;1,7;0
7/05/2017 12:00;0;34;8,9;15,3;24,2;0,34;1,4;0
7/05/2017 13:00;0;45;5,2;15,5;20,7;0,34;1,5;0
7/05/2017 14:00;0;48;2,7;10,1;12,9;0,21;1,3;0
7/05/2017 15:00;0;34;1,1;14,2;15,4;0,23;1,1;0
7/05/2017 16:00;0;21;1,5;12,3;13,9;0,08;0,8;0
7/05/2017 17:00;0;30;16,5;25,7;42,3;0,68;1,3;0
7/05/2017 18:00;0;32;14,6;24,3;38,9;0,59;0;0
7/05/2017 19:00;0;26;26,5;21,4;48;0,7;0;0
7/05/2017 20:00;0;35;76,4;23,5;99,9;1,45;2,3;0
7/05/2017 21:00;0;44;106,6;23,3;129,8;1,94;2,9;0
7/05/2017 22:00;0;49;108,7;21,4;130,1;2,04;3,1;0
7/05/2017 23:00;0;35;61,1;17;77,8;1,15;1,9;0
8/05/2017 0:00;0;29;40,5;13,8;54,2;0,58;1,6;0
8/05/2017 1:00;0;13;9,4;9,9;19,2;0,06;0,9;0
8/05/2017 2:00;0;9;5,5;9,1;14,6;-0,02;0,7;0
8/05/2017 3:00;0;6;1,3;4,5;5,8;0,2;0,6;0
8/05/2017 4:00;0;9;2;6,8;8,8;0,1;0,7;0
8/05/2017 5:00;0;10;2,1;7,6;9,8;0,1;0,5;0
8/05/2017 6:00;0;17;12,1;10,5;22,6;0;0,9;0
8/05/2017 7:00;0;43;53,5;12,7;66,3;0,64;1,8;0
8/05/2017 8:00;0;54;71,7;16,3;88;1,1;2,1;0
8/05/2017 9:00;0;41;39,4;18,2;57,6;0,74;1,5;0
8/05/2017 10:00;0;37;26,8;18,3;45,1;0,56;1,5;0
8/05/2017 11:00;0;32;13,3;15,2;28,5;0,31;1;0
8/05/2017 12:00;0;19;8,7;9,3;18;0,17;1;0
8/05/2017 13:00;0;27;11,5;16,8;28,2;0,41;0,8;0
8/05/2017 14:00;0;36;12,2;23,1;35,3;0,58;1;0
8/05/2017 15:00;0;25;10,3;12,2;22,4;0,33;1,1;0
8/05/2017 16:00;0;18;7,6;8,3;16;0,17;0;0
8/05/2017 17:00;0;50;11,2;20,5;31,7;0,35;0;0
8/05/2017 18:00;0;45;13,3;24,6;37,9;0,51;0;0
8/05/2017 19:00;0;45;19,7;25,9;45,7;0,71;0;0
8/05/2017 20:00;0;42;26,4;29,8;56,3;0,82;1,4;0
8/05/2017 21:00;0;42;35,9;25,2;61,2;0,9;1,6;0
8/05/2017 22:00;0;41;47,3;24,3;71,6;1;1,7;0
8/05/2017 23:00;0;41;39,3;24,3;63,5;0,95;1,6;0
9/05/2017 0:00;0;44;33,2;21,2;54,5;0,65;1,3;0
9/05/2017 1:00;0;43;28,8;18,4;47,2;0,51;0,7;0
9/05/2017 2:00;0;20;6,8;14;20,8;0,06;1;0
9/05/2017 3:00;0;22;2,9;11,9;14,8;-0,02;1;0
9/05/2017 4:00;0;11;1,3;9;10,3;0,1;0,8;0
9/05/2017 5:00;0;17;10,3;12,5;22,9;0,03;0;0
9/05/2017 6:00;0;39;24,6;14,3;38,9;0,18;0;0
9/05/2017 7:00;0;47;56,9;17;73,9;0,84;2,4;0
9/05/2017 8:00;0;49;42,5;19,4;61,9;0,91;1,5;0
9/05/2017 9:00;0;53;26,1;20,9;47,1;0,7;1;0
9/05/2017 10:00;0;49;29,1;23,9;53,1;0,69;0,8;0
9/05/2017 11:00;0;35;25,5;19,9;45,4;0,54;1;0
9/05/2017 12:00;0;16;13,6;12,8;26,3;0,31;1,2;0
9/05/2017 13:00;0;41;19,3;22,5;41,8;0,62;1;0
9/05/2017 14:00;0;62;13,7;24,7;38,3;0,66;1;15,6
9/05/2017 15:00;0;33;11,4;24,6;36;0,58;1,2;11,7
9/05/2017 16:00;0;21;15,8;21,9;37,6;0,51;1,5;7,2
9/05/2017 17:00;0;30;12,9;24,6;37,4;0,42;1,2;7,2
9/05/2017 18:00;0;27;17,3;30,4;47,6;0,65;1,2;2
9/05/2017 19:00;0;37;44,4;33,2;77,7;1,32;1,9;0,5
9/05/2017 20:00;0;58;87,5;33,7;121,1;2,13;2,6;0,8
9/05/2017 21:00;0;53;100,6;32,4;132,9;2,41;2,8;0,6
9/05/2017 22:00;0;61;110,8;28,9;139,7;2,34;3,2;0,5
9/05/2017 23:00;0;56;110,5;24,7;135,1;2,1;3;0,5
10/05/2017 0:00;0;49;85,3;24,8;110,1;1,47;2,4;0,4
10/05/2017 1:00;0;46;62,7;20,1;82,8;1,01;1,8;0,4
10/05/2017 2:00;0;40;46,5;14,2;60,8;0,59;1,8;0,6
10/05/2017 3:00;0;27;27,4;10,5;37,9;0,2;1,3;0,5
10/05/2017 4:00;0;25;21,5;9,6;31,1;0,11;0,9;0,6
10/05/2017 5:00;0;25;10,4;10,2;20,6;0,01;0,3;0,6
10/05/2017 6:00;0;31;48,1;11;59;0,3;1,7;0,7
10/05/2017 7:00;0;38;86,9;12,8;99,7;0,85;2,5;0,7
10/05/2017 8:00;0;48;104;17,9;122,1;1,72;2,9;1,1
10/05/2017 9:00;0;27;39,3;20,2;59,5;0,87;1,5;4
10/05/2017 10:00;0;48;31,7;27,6;59,4;0,92;1,3;10,2
10/05/2017 11:00;0;48;13,7;28,8;42,5;0,67;1,2;17,6
10/05/2017 12:00;0;44;13,3;27,1;40,5;0,5;1,2;8,8
10/05/2017 13:00;0;40;12,3;24,9;37,2;0,4;1,3;10,8
10/05/2017 14:00;0;43;11,6;20,8;32,4;0,37;1,4;14,2
10/05/2017 15:00;0;23;5,3;16,4;21,7;0,16;1;12,7
