FECHA;PM2.5;PM10;NO;NO2;NOX;CO;SO2;OZONO
8/04/2017 12:00;0;63;3,7;18,9;22,6;0,5;1;48,6
8/04/2017 13:00;0;94;2,7;22,9;25,6;0,6;1,4;54,6
8/04/2017 14:00;0;137;1,8;24,3;26,1;0,7;1,5;50,7
8/04/2017 15:00;0;73;2,6;21,1;23,8;0,5;1,2;33,4
8/04/2017 16:00;0;41;2;20,2;22,2;0,3;1;31,5
8/04/2017 17:00;0;56;12,3;41,7;54;1,3;0;7,8
8/04/2017 18:00;0;49;8,4;40,1;48,4;1;0;4,3
8/04/2017 19:00;0;70;11,3;41;52,2;0,8;0;2,4
8/04/2017 20:00;0;58;14,8;36,4;51,2;0,9;0,4;0,5
8/04/2017 21:00;0;48;24,7;30,1;54,8;1;1,2;0,6
8/04/2017 22:00;0;52;24;30,1;54;0,8;1,4;0,4
8/04/2017 23:00;0;38;10,9;23,3;34,2;0,5;0;8,1
9/04/2017 0:00;0;31;3,5;26,4;29,9;0,4;0;5
9/04/2017 1:00;0;22;2,7;20,5;23,1;0,3;0;6,8
9/04/2017 2:00;0;22;0,7;13,9;14,7;0,2;0;8,8
9/04/2017 3:00;0;26;6,8;22,4;29,2;0,3;0;1,9
9/04/2017 4:00;0;34;9,7;24,6;34,3;0,4;0;0,6
9/04/2017 5:00;0;38;13,7;19,4;33,1;0,4;0;0,6
9/04/2017 6:00;0;32;20,7;19,6;40,3;0,4;0;0,6
9/04/2017 7:00;0;46;34;19,6;53,6;0,6;1,7;0,8
9/04/2017 8:00;0;60;23,2;18,5;41,7;0,5;2;3,7
9/04/2017 9:00;0;65;21,9;22,4;44,4;0,6;2,3;6,8
9/04/2017 10:00;0;26;6,6;9,9;16,6;0,3;1,1;16,3
9/04/2017 11:00;0;35;4,3;8;12,3;0,3;0,9;29,2
9/04/2017 12:00;0;37;3;12,5;15,4;0,4;0,9;35,4
9/04/2017 13:00;0;55;4,4;17,4;21,8;0,7;1,3;24,8
9/04/2017 14:00;0;31;2,6;13,9;16,5;0,2;0,9;24,6
9/04/2017 15:00;0;20;3,3;13,8;17,1;0,2;1;18,7
9/04/2017 16:00;0;23;4,1;16,5;20,6;0,3;0,9;18
9/04/2017 17:00;0;27;3,4;16,9;20,3;0,2;0;21,1
9/04/2017 18:00;0;38;1,6;17,4;19;0,3;0;16,5
9/04/2017 19:00;0;28;2,6;22,9;25,5;0,3;0;10
9/04/2017 20:00;0;26;2,8;24,4;27,2;0,4;0,5;5,3
9/04/2017 21:00;0;22;1,2;20,6;21,8;0,3;0;5,2
9/04/2017 22:00;0;32;1,4;23,9;25,3;0,3;0;4
9/04/2017 23:00;0;29;0,6;21,9;22,5;0,4;0;7,2
10/04/2017 0:00;0;35;8,3;23,7;32;0,6;0;0,9
10/04/2017 1:00;0;31;10,3;22,3;32,6;0,7;0;0,8
10/04/2017 2:00;0;44;13,4;20,2;33,6;0,6;0;0,5
10/04/2017 3:00;0;26;14;17,6;31,6;0,6;0;0,8
10/04/2017 4:00;0;36;12,1;16,4;28,6;0,6;0;0,8
10/04/2017 5:00;0;31;13,8;16;29,7;0,5;0;0,6
10/04/2017 6:00;0;45;27,8;15,4;43,3;0,6;0;0,6
10/04/2017 7:00;0;44;20,7;16;36,8;0,6;0;1,9
10/04/2017 8:00;0;61;25,1;19,7;44,8;0,8;0;3,5
10/04/2017 9:00;0;66;26,1;22,1;48,2;1;0;9,1
10/04/2017 10:00;0;55;20,2;22,7;42,9;1;0;18,2
10/04/2017 11:00;0;24;2,6;5,5;8,1;0,3;0;30,9
10/04/2017 12:00;0;28;1,4;4,1;5,5;0,4;0;33,6
10/04/2017 13:00;0;91;5,6;20,3;25,9;0,8;0;42,4
10/04/2017 14:00;0;84;4,5;16,2;20,8;0,7;1,5;43,3
10/04/2017 15:00;0;64;2;12,2;14,3;0,6;0;54,2
10/04/2017 16:00;0;64;1,1;15,4;16,5;0,5;0;46,1
10/04/2017 17:00;0;55;0,8;22;22,8;0,5;0;37
10/04/2017 18:00;0;35;8,8;25,9;34,7;0,7;2,9;7
10/04/2017 19:00;0;41;19,9;29,7;49,6;1;3,4;2,6
10/04/2017 20:00;0;31;10,9;30,1;41;0,8;1,5;1,5
10/04/2017 21:00;0;34;17,8;29,9;47,7;0,9;1,5;1
10/04/2017 22:00;0;34;6,1;28,9;35,1;0,6;2,1;2,1
10/04/2017 23:00;0;0;13,2;27,7;40,9;0,7;1,8;0,6
11/04/2017 0:00;0;28;20,5;25,3;45,8;0,7;1,7;0,7
11/04/2017 1:00;0;45;18,7;24,6;43,3;0,5;2,8;0,7
11/04/2017 2:00;0;35;3,3;21;24,3;0,2;2,2;1,7
11/04/2017 3:00;0;27;3,9;21,6;25,5;0,2;1,2;1,1
11/04/2017 4:00;0;31;2;17,5;19,5;0,1;1,1;1,2
11/04/2017 5:00;0;19;1;13,5;14,5;0,1;0,8;4,4
11/04/2017 6:00;0;30;6,1;13,9;20;0,1;1;3,8
11/04/2017 7:00;0;39;16;21,5;37,5;0,4;1,3;4,5
11/04/2017 8:00;0;48;24,6;24,3;48,8;0,7;1,8;5,9
11/04/2017 9:00;0;65;28,2;27;55,1;1;2;10,4
11/04/2017 10:00;0;84;20,2;31,5;51,7;1;2;18,8
11/04/2017 11:00;0;60;8,3;21,9;30,1;0,6;0;27,6
11/04/2017 12:00;0;80;12,5;26;38,5;0,6;2,5;18,2
11/04/2017 13:00;0;81;6,7;27,8;34,5;0,6;2,3;16,8
11/04/2017 14:00;0;56;8,3;18,1;26,4;0,5;1,8;25,8
11/04/2017 15:00;0;64;6,6;22;28,6;0,4;1,9;19,6
11/04/2017 16:00;0;39;3,4;13,9;17,3;0,2;1,7;22,3
11/04/2017 17:00;0;28;3,4;14,2;17,5;0,2;1,6;18,4
11/04/2017 18:00;0;40;6;19,6;25,6;0,3;1,4;12
11/04/2017 19:00;0;57;24,3;29,5;53,9;1;1,8;0,7
11/04/2017 20:00;0;68;42,6;27,3;69,8;1,3;2;0,6
11/04/2017 21:00;0;67;46,7;25,1;72;1,2;2,1;0,7
11/04/2017 22:00;0;82;62,8;27,9;90,8;1,5;0;0,7
11/04/2017 23:00;0;83;73,2;23,4;96,8;1,6;2,4;0,6
12/04/2017 0:00;0;109;73,9;25,3;99,1;1,4;3,8;0,6
12/04/2017 1:00;0;70;27,6;24,9;52,4;0,8;3,5;0,7
12/04/2017 2:00;0;83;35,1;23,7;58,9;0,8;3,2;0
12/04/2017 3:00;0;74;31;21,6;52,5;0,6;2,5;0
12/04/2017 4:00;0;62;23,6;18,8;42,4;0,5;1,6;0,9
12/04/2017 5:00;0;51;16,5;19,9;36,5;0,4;1,1;0,5
12/04/2017 6:00;0;76;34;21,6;55,7;0,7;2;0,6
12/04/2017 7:00;0;89;66,6;22,6;89,2;1,2;3,3;1
12/04/2017 8:00;0;65;25,1;23,4;48,5;0,7;2,3;7,3
12/04/2017 9:00;0;68;17,6;25,2;42,8;0,8;2,3;14,5
12/04/2017 10:00;0;49;10,3;19,9;30,2;0,6;1,6;25,2
12/04/2017 11:00;0;57;10,1;24,7;34,8;0,7;1,4;23,9
12/04/2017 12:00;0;66;7,2;21,8;29;0,7;1,7;32,3
12/04/2017 13:00;0;87;4,3;20,9;25,2;0,6;1,7;43,7
12/04/2017 14:00;0;65;4;13,9;18;0,5;1,4;39,8
12/04/2017 15:00;0;43;2;14,2;16,2;0,4;1,1;23,1
12/04/2017 16:00;0;18;6,5;20,4;26,9;0,4;1;9,9
12/04/2017 17:00;0;25;5,2;20,1;25,3;0,4;1,1;8,9
12/04/2017 18:00;0;44;30,2;34,3;64,4;1,3;0;2,9
12/04/2017 19:00;0;46;46,9;36,7;83,5;1,6;1,8;0,6
12/04/2017 20:00;0;48;73,7;29,1;102,6;2;2,4;0,5
12/04/2017 21:00;0;37;25,3;23,9;49,1;0,9;1,5;4,2
12/04/2017 22:00;0;50;35;22,2;57,2;1;1,4;0,6
12/04/2017 23:00;0;48;74,9;21,1;96;1,6;2;0,6
13/04/2017 0:00;0;67;110,6;19,2;129,8;2;3;0,5
13/04/2017 1:00;0;44;79;18,6;97,6;1,4;2,4;0
13/04/2017 2:00;0;37;34,6;18,9;53,4;0,6;1,3;0
13/04/2017 3:00;0;26;26,4;16,6;43;0,5;1,1;0
13/04/2017 4:00;0;29;30,6;15,8;46,5;0,5;1,4;0
13/04/2017 5:00;0;28;34,4;15,5;49,9;0,5;1,2;0
13/04/2017 6:00;0;27;26;16,5;42,5;0,5;1,2;0
13/04/2017 7:00;0;34;49,2;17,8;67;0,9;1,8;0
13/04/2017 8:00;0;46;35,9;21,3;57,3;0,8;1,7;3,5
13/04/2017 9:00;0;24;8,6;12,7;21,4;0,2;1,1;15,7
13/04/2017 10:00;0;8;2;3,3;5,3;0;0,7;27,4
13/04/2017 11:00;0;10;1,9;4,6;6,6;0;0,6;31,3
13/04/2017 12:00;0;16;1,2;3,5;4,7;0;0,6;29,4
13/04/2017 13:00;0;17;0,2;1,1;1,3;0,1;0,8;28
13/04/2017 14:00;0;17;0,5;1,8;2,2;0,1;0,9;25,3
13/04/2017 15:00;0;16;0,6;1,6;2,2;0,1;1;23,7
13/04/2017 16:00;0;6;0,8;2,7;3,5;0,1;0;23,6
13/04/2017 17:00;0;8;0,7;3,3;4;0,1;0;22,7
13/04/2017 18:00;0;2;0;4,1;4,3;0;0;19,2
13/04/2017 19:00;0;17;0,1;8,1;8,2;0;0;13,7
13/04/2017 20:00;0;8;0;7;7,1;0;0;16,4
13/04/2017 21:00;0;18;0;11,1;11,5;0;0;10,8
13/04/2017 22:00;0;18;0;7,1;7,1;0;0;14,7
13/04/2017 23:00;0;22;0;13,2;13,8;0,1;0;5,6
14/04/2017 0:00;0;23;0,8;12,4;13,2;0,1;0;4,6
14/04/2017 1:00;0;25;1,3;14,2;15,5;0,1;0;3,2
14/04/2017 2:00;0;21;0,4;6,7;7,1;0,1;0;9,3
14/04/2017 3:00;0;12;0,3;6,7;6,9;0;0;7,9
14/04/2017 4:00;0;11;0;5,4;5,5;0,1;0;11,1
14/04/2017 5:00;0;9;0;1,3;1,1;0;0;20,1
14/04/2017 6:00;0;6;0,2;6;6,2;0;0;14,1
14/04/2017 7:00;0;7;3,2;12,8;16;0,2;0;5,1
14/04/2017 8:00;0;22;8,1;12,9;21,1;0,3;0;6,2
14/04/2017 9:00;0;16;5,1;9,8;14,8;0,1;0;9,8
14/04/2017 10:00;0;18;3,2;7,2;10,4;0;0;12,1
14/04/2017 11:00;0;8;6,9;8,7;15,6;0;0;12,4
14/04/2017 12:00;0;7;5,7;6;11,7;0;0;12,1
14/04/2017 13:00;0;10;5;6,6;11,6;0;0;18
14/04/2017 14:00;0;20;4,4;8,7;13,1;0;0;21,2
14/04/2017 15:00;0;14;3,8;9,2;13;0;0;20,6
14/04/2017 16:00;0;16;3,4;6,8;10,2;0;0;21,2
14/04/2017 17:00;0;0;1,1;3,5;4,6;0,1;0;15,6
14/04/2017 18:00;0;4;1,4;7,6;9;0,1;0;9,3
14/04/2017 19:00;0;0;1,9;12,2;14,1;0;0;3,6
14/04/2017 20:00;0;4;2,6;10,1;12,7;0;0;4
14/04/2017 21:00;0;17;4,3;11,2;15,5;0;0;1,6
14/04/2017 22:00;0;21;21,7;12,2;33,9;0,2;1,1;0,7
14/04/2017 23:00;0;22;36,9;11;47,9;0,4;1,4;0,5
15/04/2017 0:00;0;33;46,8;10,8;57,6;0,6;1,7;0,5
15/04/2017 1:00;0;28;24,4;12,1;36,4;0,4;0;1
15/04/2017 2:00;0;12;6,6;9,5;16,1;0;0;3,2
15/04/2017 3:00;0;11;6,6;11,2;17,7;0,1;0;0,9
15/04/2017 4:00;0;10;0,8;4,1;4,9;0;0;11,5
15/04/2017 5:00;0;4;0,6;4,3;4,8;0,1;0,6;12,2
15/04/2017 6:00;0;3;0,6;4,4;5;0,1;0;12,9
15/04/2017 7:00;0;8;3,3;6,5;9,8;0;0;10,7
15/04/2017 8:00;0;6;3,9;4,2;8,1;0;0,7;13
15/04/2017 9:00;0;6;2,1;2,4;4,5;0,1;0;14,7
15/04/2017 10:00;0;8;1,6;1,8;3,4;0;0;14,3
15/04/2017 11:00;0;11;1,1;1,3;2,4;0;0;14,1
15/04/2017 12:00;0;10;2,2;2,3;4,4;0;0;14
15/04/2017 13:00;0;7;1,5;1,7;3,2;0;0;15,4
15/04/2017 14:00;0;9;1,2;1,4;2,6;0;0;15,1
15/04/2017 15:00;0;11;1,4;2,7;4,1;0;0;14,3
15/04/2017 16:00;0;10;1,5;2,4;3,9;0,1;0;14
15/04/2017 17:00;0;8;1,5;2,6;4;0,1;0;14,4
15/04/2017 18:00;0;11;1,8;5,8;7,5;0,1;0;10,7
15/04/2017 19:00;0;7;0,5;4,2;4,7;0,2;0;12,6
15/04/2017 20:00;0;16;2,1;5,6;7,7;0,1;0;11,1
15/04/2017 21:00;0;18;5,9;10,6;16,7;0,1;0;3,3
15/04/2017 22:00;0;18;18,2;11,8;30,1;0,2;0;0,6
15/04/2017 23:00;0;21;33,4;11,8;45,1;0,4;0;0,7
16/04/2017 0:00;0;25;36,3;11,9;48,2;0,5;0;0,7
16/04/2017 1:00;0;26;46,9;11,1;58,1;0,7;0;0,5
16/04/2017 2:00;0;37;50,5;10;60,5;0,7;0;0,6
16/04/2017 3:00;0;20;35,4;11,3;46,7;0,6;0;0,5
16/04/2017 4:00;0;18;26,5;11,6;38;0,5;0;0,5
16/04/2017 5:00;0;16;18,4;11,4;29,8;0,4;0;0
16/04/2017 6:00;0;12;8,3;7,3;15,6;0,2;0;4,4
16/04/2017 7:00;0;16;13,7;8,8;22,5;0,3;0;5,7
16/04/2017 8:00;0;7;14,4;8,3;22,6;0,3;0;8,3
16/04/2017 9:00;0;11;3;4;7,1;0,1;0;13,9
16/04/2017 10:00;0;10;1,9;2,7;4,7;0,1;0;15,2
16/04/2017 11:00;0;5;0,4;0,9;1,3;0;0;17,2
16/04/2017 12:00;0;8;1,2;2,1;3,3;0,1;0;16,6
16/04/2017 13:00;0;17;1;1,5;2,5;0,1;0;15,7
16/04/2017 14:00;0;16;0,9;2,8;3,7;0,2;0;16,1
16/04/2017 15:00;0;0;2;3,6;5,6;0,2;0;12,1
16/04/2017 16:00;0;4;1,6;2,6;4,2;0;0;12,5
16/04/2017 17:00;0;5;2,2;2,7;4,9;0,1;0;11,4
16/04/2017 18:00;0;1;1;2,6;3,7;0;0;12,5
16/04/2017 19:00;0;7;0,3;3,6;3,9;0;0;12,7
16/04/2017 20:00;0;8;0,2;4;4,2;0;0;13,7
16/04/2017 21:00;0;3;0,1;2,8;2,9;0;0;15,5
16/04/2017 22:00;0;7;0;5,2;5,1;0;0;13,4
16/04/2017 23:00;0;7;1,8;9,5;11,3;0,1;0;4,9
17/04/2017 0:00;0;5;0;7,7;8,4;0;0;6,6
17/04/2017 1:00;0;6;3,9;9;12,8;0;0;2,3
17/04/2017 2:00;0;3;5,1;8,7;13,8;0;0;2,4
17/04/2017 3:00;0;3;6,4;10,1;16,5;0,1;0;0,8
17/04/2017 4:00;0;6;17,3;9,9;27,2;0,2;0;0,6
17/04/2017 5:00;0;22;30,3;10,3;40,6;0,4;0;0,8
17/04/2017 6:00;0;30;57,2;11,1;68,2;0,6;1,8;0,6
17/04/2017 7:00;0;45;79,9;14;93,9;1,2;2,5;1,1
17/04/2017 8:00;0;64;94,9;18,3;113,2;1,8;3;1,2
17/04/2017 9:00;0;60;51,7;20,8;72,6;1,3;2,7;3,1
17/04/2017 10:00;0;33;20,9;17,5;38,4;0,8;1,6;7,2
17/04/2017 11:00;0;39;16,8;16,5;33,3;0,7;1,2;11,2
17/04/2017 12:00;0;16;5,7;4,3;10;0,3;0,8;13,4
17/04/2017 13:00;0;12;4,8;4,7;9,6;0,2;0,9;14,4
17/04/2017 14:00;0;13;3,3;3,3;6,6;0,2;0,8;15,2
17/04/2017 15:00;0;30;3,5;3,6;7,2;0,3;0,8;14,9
17/04/2017 16:00;0;9;3,7;3,4;7,1;0,3;0,9;14
17/04/2017 17:00;0;7;4,4;6,2;10,6;0,4;0;11,5
17/04/2017 18:00;0;22;8,6;14,1;22,7;0,5;0;4,2
17/04/2017 19:00;0;29;12,4;15,4;27,8;0,5;0;0,9
17/04/2017 20:00;0;29;35,1;14,5;49,6;0,9;2;0,7
17/04/2017 21:00;0;56;70;14,6;84,6;1,4;2,5;0,6
17/04/2017 22:00;0;64;45,4;15,1;60,5;0,9;1,9;0,7
17/04/2017 23:00;0;62;58,1;13,8;72;1,2;2;0,5
18/04/2017 0:00;0;49;47,9;12,9;60,9;1;1,8;0,4
18/04/2017 1:00;0;39;44,3;12,3;56,7;0,7;2;0,5
18/04/2017 2:00;0;17;5,2;10,8;16;0,1;0,9;0
18/04/2017 3:00;0;11;6;9,3;15,3;0;0,9;1,3
18/04/2017 4:00;0;9;5,4;8,4;13,8;0;0,7;0,9
18/04/2017 5:00;0;9;10,1;8,2;18,3;0;1;0,5
18/04/2017 6:00;0;21;16,6;10,9;27,5;0,2;1;0,9
18/04/2017 7:00;0;34;48,6;14,1;62,7;0,8;1,8;0,8
18/04/2017 8:00;0;49;60,3;19,4;79,7;1,1;2,6;3,1
18/04/2017 9:00;0;24;21;13,2;34,3;0,6;1,4;9,9
18/04/2017 10:00;0;15;7,9;7,5;15,4;0,3;0,9;15,2
18/04/2017 11:00;0;14;7,4;12,5;19,9;0,4;1,2;17,5
18/04/2017 12:00;0;0;6,4;19;25,5;0,6;1,4;18,8
18/04/2017 13:00;0;50;17,8;26,3;44,1;0,8;1;7,5
18/04/2017 14:00;0;48;19,1;23,4;42,5;0,6;1,3;13,7
18/04/2017 15:00;0;43;8,2;16,1;24,2;0,4;1,1;0
18/04/2017 16:00;0;0;0;0;0;0,7;0;0
18/04/2017 17:00;0;0;17,6;29,2;46,8;0;0;8,6
18/04/2017 18:00;0;0;9,4;18,9;28,3;0,4;1;5,1
18/04/2017 19:00;0;7;54,6;24,8;79,4;1,5;1,9;0,9
18/04/2017 20:00;0;25;77,1;23,5;100,5;1,8;2,4;0,7
18/04/2017 21:00;0;33;47,1;18,8;65,9;1;1,8;0,4
18/04/2017 22:00;0;31;31,9;15,3;47,3;0,6;1,4;2,5
18/04/2017 23:00;0;20;2,6;7,3;9,9;0;0,5;10,2
19/04/2017 0:00;0;7;3,4;11,2;14,7;0,1;0,6;5,6
19/04/2017 1:00;0;10;4;12,2;16,1;0,1;0,6;3,9
19/04/2017 2:00;0;13;4;11,3;15,3;0,1;0,6;2,9
19/04/2017 3:00;0;10;2,3;10,5;12,8;0,1;0,7;2
19/04/2017 4:00;0;8;1,4;10,2;11,6;0;0,6;3,8
19/04/2017 5:00;0;10;0,8;9,5;10,2;0;0,4;6,6
19/04/2017 6:00;0;12;6,9;14,5;21,3;0,2;0,8;3,2
19/04/2017 7:00;0;15;30;18;48;0,6;1,4;1,2
19/04/2017 8:00;0;36;25,6;15,9;41,5;0,6;0;4,1
19/04/2017 9:00;0;33;8,5;9,6;18,1;0,3;0;12,5
19/04/2017 10:00;0;25;2,7;3,7;6,3;0,1;0,6;19,6
19/04/2017 11:00;0;12;4,1;6,3;10,4;0,1;0;18,4
19/04/2017 12:00;0;12;4,4;6,4;10,7;0,2;0,8;19,4
19/04/2017 13:00;0;22;4,2;7,4;11,6;0,1;0;18,4
19/04/2017 14:00;0;0;2,4;4,7;7,1;0,1;0;21,1
19/04/2017 15:00;0;29;6,4;12;18,4;0,4;0;20
19/04/2017 16:00;0;26;7,2;13,3;20,5;0,5;0;23
19/04/2017 17:00;0;20;3,9;13,8;17,6;0,3;0;19,8
19/04/2017 18:00;0;52;5,5;20,9;26,4;0,6;0;12,2
19/04/2017 19:00;0;51;7,7;33,4;41,1;0,8;0;5,5
19/04/2017 20:00;0;53;4,5;31,6;36,1;0,6;0;6,7
19/04/2017 21:00;0;61;14,9;34,9;49,7;0,9;0;2,5
19/04/2017 22:00;0;56;26,8;31,3;58,1;1,1;0;0,4
19/04/2017 23:00;0;73;41,7;30,4;72,1;1,2;0;0,6
20/04/2017 0:00;0;57;35,7;30,4;66,1;0,7;2;0,5
20/04/2017 1:00;0;44;17,5;22,2;39,7;0,3;0;0,4
20/04/2017 2:00;0;40;11,6;18,3;29,9;0,3;1,2;0,6
20/04/2017 3:00;0;57;10,5;20;30,5;0,3;0;0,8
20/04/2017 4:00;0;39;2,8;17,3;20,1;0,1;1,5;1,8
20/04/2017 5:00;0;43;6,8;17,8;24,6;0,1;3,8;1,1
20/04/2017 6:00;0;48;18,9;17,3;36,2;0,2;3,1;0,8
20/04/2017 7:00;0;62;60,5;17,3;77,8;0,8;2,8;1,2
20/04/2017 8:00;0;111;75,5;27,8;103,3;1,3;4,7;2,7
20/04/2017 9:00;0;99;44,4;35,1;79,6;1,2;3,5;5
20/04/2017 10:00;0;103;36,6;39,8;76,5;1,1;3,4;4,3
20/04/2017 11:00;0;61;23,9;32;56;0,8;2,2;5,2
20/04/2017 12:00;0;50;20,3;27,4;47,7;0,6;1,9;9,3
20/04/2017 13:00;0;55;17,9;29,1;47,1;0,7;1,4;6,6
20/04/2017 14:00;0;34;29,9;28,6;58,5;0,9;1,6;4,8
20/04/2017 15:00;0;48;29,8;34,4;64,3;1;1,9;2,7
20/04/2017 16:00;0;39;45,6;30,6;76,2;1,1;2,1;1,8
20/04/2017 17:00;0;33;24,6;32,3;56,9;0,8;1,5;4
20/04/2017 18:00;0;37;23,7;31,5;55,2;0,8;1,7;3,4
20/04/2017 19:00;0;47;82;35,5;117,4;2,1;2,7;0,7
20/04/2017 20:00;0;42;61,2;33,3;94,6;1,5;2,3;1,7
20/04/2017 21:00;0;21;15,9;24,7;40,5;0,5;1,1;1,7
20/04/2017 22:00;0;19;18,6;23,6;42,2;0,4;0,9;0,4
20/04/2017 23:00;0;27;24;22,3;46,3;0,4;1,1;0,4
21/04/2017 0:00;0;24;6,5;18,6;25,2;0,2;1;1,4
21/04/2017 1:00;0;19;3,3;15,4;18,7;0,1;0,9;1,5
21/04/2017 2:00;0;13;1,4;13,6;15;0,2;1,2;2,4
21/04/2017 3:00;0;16;2,1;14,4;16,5;0,1;0,4;1,7
21/04/2017 4:00;0;10;2,1;14,1;16,3;0,1;0;1,1
21/04/2017 5:00;0;10;2,9;13,2;16,2;0,1;0;2,1
21/04/2017 6:00;0;22;14,1;16,6;30,7;0,2;1;0,9
21/04/2017 7:00;0;27;38;18;56;0,7;1,7;0,9
21/04/2017 8:00;0;42;89;19,5;108,4;1,5;2,4;1
21/04/2017 9:00;0;25;43;18,6;61,7;0,9;1,9;5,3
21/04/2017 10:00;0;15;17,3;14,7;32;0,5;1,7;13,6
21/04/2017 11:00;0;38;17,1;27,2;44,3;1;1,4;24,1
21/04/2017 12:00;0;49;10,3;33,4;43,7;0,9;1,6;17,6
21/04/2017 13:00;0;42;17,6;32;49,6;0,9;1,7;21,5
21/04/2017 14:00;0;48;12,9;27,7;40,6;0,8;2,6;23,4
21/04/2017 15:00;0;57;0;0;0;0;0;0
21/04/2017 16:00;0;65;6,1;13,7;19,8;0,6;2;27,1
21/04/2017 17:00;0;27;6,1;13,8;19,9;0,6;1,3;18,7
21/04/2017 18:00;0;14;5,3;18,4;23,7;0,6;0,5;13,9
21/04/2017 19:00;0;12;9,6;25,6;35,3;0,7;1;4,1
21/04/2017 20:00;0;23;12,1;25,5;37,5;0,7;1,2;1,6
21/04/2017 21:00;0;32;46,4;26,1;72,4;1,2;1,9;0,6
21/04/2017 22:00;0;40;74,8;26,1;101;1,6;2,4;0,6
21/04/2017 23:00;0;56;98,6;23,4;122;1,9;2,8;0,7
22/04/2017 0:00;0;48;84,1;20,5;104,6;1,5;2,8;0,6
22/04/2017 1:00;0;34;33,6;19,9;53,4;0,5;1,8;0,7
22/04/2017 2:00;0;26;22,1;16,1;38,2;0,3;1,7;0,6
22/04/2017 3:00;0;30;39,9;13,5;53,5;0,5;1,6;0,7
22/04/2017 4:00;0;30;75,1;12,8;87,9;0,8;2,2;0
22/04/2017 5:00;0;29;57,1;11,7;68,9;0,5;1,9;0
22/04/2017 6:00;0;24;41,7;12,3;54;0,2;1,5;0
22/04/2017 7:00;0;30;44,1;14,9;58,9;0,4;1,6;1,1
22/04/2017 8:00;0;46;46,7;18,8;65,5;0,8;0;3
22/04/2017 9:00;0;60;27,7;24,3;51,9;0,8;0;11,9
22/04/2017 10:00;0;46;12,5;19,9;32,4;0,6;1,3;19,1
22/04/2017 11:00;0;50;9,8;21,1;30,9;0,5;1,1;19,7
22/04/2017 12:00;0;16;3;4,3;7,3;0,1;0,8;21,9
22/04/2017 13:00;0;20;1,6;2,7;4,4;0,2;0,7;23,7
22/04/2017 14:00;0;25;2,6;4,9;7,4;0,3;0,8;20,5
22/04/2017 15:00;0;39;4,4;10,8;15,2;0,5;1;29,8
22/04/2017 16:00;0;58;3,4;19,1;22,4;0,6;1,6;36,8
22/04/2017 17:00;0;53;2,8;14,2;16,9;0,5;0;31,6
22/04/2017 18:00;0;37;3,3;18,5;21,8;0,5;0;13,5
22/04/2017 19:00;0;14;4;18,2;22,1;0,3;1;5,7
22/04/2017 20:00;0;17;2,6;15,3;17,9;0,2;1;7,7
22/04/2017 21:00;0;26;9,3;19,7;29,1;0,2;0;1,2
22/04/2017 22:00;0;22;10,8;17,6;28,4;0,2;1;5,2
22/04/2017 23:00;0;31;19,1;20,3;39,4;0,4;1,4;1
23/04/2017 0:00;0;40;26,7;20,8;47,6;0,5;0;0,7
23/04/2017 1:00;0;52;58,4;20,2;78,6;0,8;1,9;0,6
23/04/2017 2:00;0;55;91,1;20,4;111,7;1,1;2,6;0,8
23/04/2017 3:00;0;31;24,3;14,9;39;0,2;1,1;0
23/04/2017 4:00;0;26;8,8;13,1;21,9;0;0,9;0
23/04/2017 5:00;0;24;31,8;13,1;44,9;0,2;1,5;0
23/04/2017 6:00;0;29;50,6;12,2;62,7;0,4;1,7;0
23/04/2017 7:00;0;39;55;13,5;68,6;0,6;2;0
23/04/2017 8:00;0;48;39,8;17,1;57;0,6;1,5;0
23/04/2017 9:00;0;26;9,9;11;20,9;0,2;1,2;0
23/04/2017 10:00;0;14;1,8;2,3;4,1;0;0,7;0
23/04/2017 11:00;0;10;1,4;2,8;4,2;0;0,6;0
23/04/2017 12:00;0;6;1,8;2,8;4,6;0;0,2;0
23/04/2017 13:00;0;5;1;2,8;3,8;0,1;0,8;0
23/04/2017 14:00;0;9;1,4;4;5,4;0,2;1;0
23/04/2017 15:00;0;7;0,2;1,3;1,5;0,1;0,9;0
23/04/2017 16:00;0;4;0,4;1,8;2,2;0,1;0,9;0
23/04/2017 17:00;0;19;1,9;7,6;9,4;0,3;1,1;0
23/04/2017 18:00;0;23;1,4;9,4;10,8;0,3;1,1;0
23/04/2017 19:00;0;14;0,7;13,1;13,8;0,1;0,7;0
23/04/2017 20:00;0;9;2,5;12;14,6;0;0,5;0
23/04/2017 21:00;0;8;2,5;14,1;16,5;0;0;0
23/04/2017 22:00;0;13;2,4;11,5;13,9;0,1;0;0
23/04/2017 23:00;0;11;5,6;14;19,5;0;0,7;0
24/04/2017 0:00;0;10;0;8,4;9,7;0,2;0,4;0
24/04/2017 1:00;0;9;2,1;11,2;13,2;0,3;0;0
24/04/2017 2:00;0;21;5,9;15,5;21,4;0,2;1,3;0
24/04/2017 3:00;0;17;7,6;16,5;24,1;0,2;0,9;0
24/04/2017 4:00;0;22;7,6;14,6;22,1;0,2;0,8;0
24/04/2017 5:00;0;19;8,2;13,3;21,5;0,2;0;0
24/04/2017 6:00;0;22;32,3;13,5;45,9;0,1;1,3;0
24/04/2017 7:00;0;64;101,2;14,6;115,7;0,9;2,8;0
